"Site","scientific_name","abundance","Dev_10","Dev_1","BodySize","LHSCategory","VoltinismCategory","LarvalHabitatCategory","meanLight","X","temp_sd","temp_niche","precip_niche","mean_temp","mean_rh","mean_hsi"
"Demi","Tabanus atratus",0,0.396,0.37,26.5,"Carnivore","Not Univoltine","Freshwater",0.178,41,5.122225784,14.40390206,244.4569649,0.769120287,-0.259245961,0.898204668
"Demi","Tylozygus bifidus",0,0.396,0.37,3.5,"Herbivore","Not Univoltine","Above Ground",0.178,42,4.989319897,13.9746743,217.5448146,0.769120287,-0.259245961,0.898204668
"Demi","Tylozygus geometricus",0,0.396,0.37,4,"Herbivore","Univoltine","Above Ground",0.178,43,4.641709082,17.62587563,815.336067,0.769120287,-0.259245961,0.898204668
"Joma","Acanalonia servillei",3,0.611,0.642,14.5,"Herbivore","Univoltine","Above Ground",1.7018,1,2.814574114,18.9848057,160.2293058,0.544927536,-1.087681159,1.272463768
"Joma","Alcaeorrhynchus grandis",0,0.611,0.642,20,"Carnivore","Not Univoltine","Above Ground",1.7018,2,2.774406005,20.48452928,454.3019103,0.544927536,-1.087681159,1.272463768
"Joma","Anomala innuba",5,0.611,0.642,7.5,"Herbivore","Not Univoltine","Below Ground",1.7018,3,4.161788855,17.13737114,313.8013591,0.544927536,-1.087681159,1.272463768
"Joma","Blattella asahinai",1,0.611,0.642,14.5,"Herbivore","Not Univoltine","Above Ground",1.7018,4,3.357534769,20.5431857,409.9292686,0.544927536,-1.087681159,1.272463768
"Joma","Callistethus marginatus",14,0.611,0.642,13.5,"Herbivore","Not Univoltine","Below Ground",1.7018,5,3.760432976,18.84381451,329.0840456,0.544927536,-1.087681159,1.272463768
"Joma","Calosoma scrutator",1,0.611,0.642,30,"Carnivore","Univoltine","Above Ground",1.7018,6,3.423135963,16.23572511,312.1091903,0.544927536,-1.087681159,1.272463768
"Joma","Camponotus castaneus",2,0.611,0.642,8.5,"Omnivore","Not Univoltine","Host Organisms",1.7018,7,2.703514474,14.8671382,168.1424791,0.544927536,-1.087681159,1.272463768
"Joma","Camponotus floridanus",2,0.611,0.642,8.5,"Omnivore","Not Univoltine","Host Organisms",1.7018,8,1.527474265,22.15109106,116.3350662,0.544927536,-1.087681159,1.272463768
"Joma","Chauliodes rastricornis",35,0.611,0.642,35,"Omnivore","Not Univoltine","Freshwater",1.7018,9,5.553216124,12.11113952,225.027367,0.544927536,-1.087681159,1.272463768
"Joma","Climaciella brunnea",1,0.611,0.642,26.5,"Carnivore","Not Univoltine","Host Organisms",1.7018,10,5.805910463,10.98058873,329.4529416,0.544927536,-1.087681159,1.272463768
"Joma","Corydalus cornutus",3,0.611,0.642,54,"Omnivore","Univoltine","Freshwater",1.7018,11,3.590081915,12.49320611,209.5000234,0.544927536,-1.087681159,1.272463768
"Joma","Cybister fimbriolatus",2,0.611,0.642,29.5,"Carnivore","Univoltine","Freshwater",1.7018,12,4.367067784,17.27847222,303.0526646,0.544927536,-1.087681159,1.272463768
"Joma","Dichotomius carolinus",0,0.611,0.642,25,"Detrivore","Univoltine","Above Ground",1.7018,13,3.645123451,16.27639116,382.8505775,0.544927536,-1.087681159,1.272463768
"Joma","Dicromantispa interrupta",0,0.611,0.642,22.5,"Omnivore","Not Univoltine","Host Organisms",1.7018,14,4.084355045,18.23094967,290.3583934,0.544927536,-1.087681159,1.272463768
"Joma","Draeculacephala inscripta",0,0.611,0.642,7,"Herbivore","Not Univoltine","Above Ground",1.7018,15,3.615212978,18.33695889,230.7082367,0.544927536,-1.087681159,1.272463768
"Joma","Erythroneura calyculata",0,0.611,0.642,3,"Herbivore","Not Univoltine","Above Ground",1.7018,16,2.647080251,14.60460152,132.5692445,0.544927536,-1.087681159,1.272463768
"Joma","Euphoria sepulcralis",0,0.611,0.642,11.5,"Herbivore","Univoltine","Below Ground",1.7018,17,4.111756347,18.23663889,264.3360603,0.544927536,-1.087681159,1.272463768
"Joma","Graminella cognita",0,0.611,0.642,2.5,"Herbivore","Not Univoltine","Above Ground",1.7018,18,2.412539929,23.99428569,824.8801512,0.544927536,-1.087681159,1.272463768
"Joma","Harmonia axyridis",2,0.611,0.642,6.5,"Carnivore","Not Univoltine","Above Ground",1.7018,19,3.389608143,10.96073879,264.8033391,0.544927536,-1.087681159,1.272463768
"Joma","Hydaticus bimarginatus",68,0.611,0.642,12.5,"Carnivore","Univoltine","Freshwater",1.7018,20,2.726294637,19.89893623,232.1009176,0.544927536,-1.087681159,1.272463768
"Joma","Hydrophilus ovatus",3,0.611,0.642,32.5,"Carnivore","Not Univoltine","Freshwater",1.7018,21,5.479040487,13.91560081,302.9866971,0.544927536,-1.087681159,1.272463768
"Joma","Lethocerus uhleri",3,0.611,0.642,48.5,"Carnivore","Not Univoltine","Freshwater",1.7018,22,2.778628379,19.03878067,235.222943,0.544927536,-1.087681159,1.272463768
"Joma","Lytta polita",0,0.611,0.642,17.5,"Carnivore","Univoltine","Host Organisms",1.7018,23,2.476064059,18.67874616,147.4156111,0.544927536,-1.087681159,1.272463768
"Joma","Mallodon dasystomus",0,0.611,0.642,35,"Herbivore","Univoltine","Host Organisms",1.7018,24,3.225231248,20.38207789,685.2793058,0.544927536,-1.087681159,1.272463768
"Joma","Megalodacne fasciata",0,0.611,0.642,12.5,"Herbivore","Not Univoltine","Host Organisms",1.7018,25,3.826856013,14.56446452,211.875959,0.544927536,-1.087681159,1.272463768
"Joma","Melanolestes picipes",0,0.611,0.642,11,"Carnivore","Not Univoltine","Below Ground",1.7018,26,3.393582328,15.71629513,280.8249619,0.544927536,-1.087681159,1.272463768
"Joma","Necrophila americana",0,0.611,0.642,16.5,"Detrivore","Not Univoltine","Host Organisms",1.7018,27,3.803828003,9.946387186,185.6005352,0.544927536,-1.087681159,1.272463768
"Joma","Neoconocephalus triops",0,0.611,0.642,32,"Herbivore","Not Univoltine","Above Ground",1.7018,28,3.210431029,20.10061369,417.8157173,0.544927536,-1.087681159,1.272463768
"Joma","Neoscapteriscus borellii",0,0.611,0.642,30,"Omnivore","Not Univoltine","Below Ground",1.7018,29,2.197509832,19.64229657,339.6529995,0.544927536,-1.087681159,1.272463768
"Joma","Odontotaenius disjunctus",0,0.611,0.642,34,"Detrivore","Not Univoltine","Host Organisms",1.7018,30,2.867320956,15.1031041,178.7574571,0.544927536,-1.087681159,1.272463768
"Joma","Pelidnota punctata",1,0.611,0.642,22,"Detrivore","Univoltine","Host Organisms",1.7018,31,4.092217859,12.24612056,199.7355466,0.544927536,-1.087681159,1.272463768
"Joma","Periplaneta americana",0,0.611,0.642,38,"Omnivore","Not Univoltine","Above Ground",1.7018,32,4.550952118,19.29366936,652.3451318,0.544927536,-1.087681159,1.272463768
"Joma","Phileurus truncatus",1,0.611,0.642,35,"Detrivore","Univoltine","Host Organisms",1.7018,33,2.613509282,17.48283238,536.6655037,0.544927536,-1.087681159,1.272463768
"Joma","Phileurus valgus",0,0.611,0.642,23,"Detrivore","Not Univoltine","Host Organisms",1.7018,34,3.799385076,19.61372223,518.4596177,0.544927536,-1.087681159,1.272463768
"Joma","Plecia nearctica",5,0.611,0.642,7.5,"Herbivore","Not Univoltine","Below Ground",1.7018,35,1.590850507,20.60130879,186.9380702,0.544927536,-1.087681159,1.272463768
"Joma","Prionus imbricornis",0,0.611,0.642,37.5,"Herbivore","Univoltine","Host Organisms",1.7018,36,2.460587086,15.54560244,210.7607299,0.544927536,-1.087681159,1.272463768
"Joma","Prionus pocularis",1,0.611,0.642,34.5,"Herbivore","Univoltine","Host Organisms",1.7018,37,4.31687261,16.53668411,208.7352795,0.544927536,-1.087681159,1.272463768
"Joma","Prosapia bicincta",9,0.611,0.642,9,"Herbivore","Not Univoltine","Above Ground",1.7018,38,3.309394617,16.4110585,242.7841883,0.544927536,-1.087681159,1.272463768
"Joma","Rhiginia cruciata",0,0.611,0.642,14,"Carnivore","Not Univoltine","Above Ground",1.7018,39,3.497387502,13.84812292,189.0335705,0.544927536,-1.087681159,1.272463768
"Joma","Stilpnochlora couloniana",0,0.611,0.642,65,"Herbivore","Not Univoltine","Above Ground",1.7018,40,1.189971606,21.47495427,100.2198216,0.544927536,-1.087681159,1.272463768
"Joma","Tabanus atratus",0,0.611,0.642,26.5,"Carnivore","Not Univoltine","Freshwater",1.7018,41,5.122225784,14.40390206,244.4569649,0.544927536,-1.087681159,1.272463768
"Joma","Tylozygus bifidus",1,0.611,0.642,3.5,"Herbivore","Not Univoltine","Above Ground",1.7018,42,4.989319897,13.9746743,217.5448146,0.544927536,-1.087681159,1.272463768
"Joma","Tylozygus geometricus",0,0.611,0.642,4,"Herbivore","Univoltine","Above Ground",1.7018,43,4.641709082,17.62587563,815.336067,0.544927536,-1.087681159,1.272463768
"Prcr","Acanalonia servillei",3,0.044,0.035,14.5,"Herbivore","Univoltine","Above Ground",0,1,2.814574114,18.9848057,160.2293058,0.763671875,-0.752734375,0.9640625
"Prcr","Alcaeorrhynchus grandis",0,0.044,0.035,20,"Carnivore","Not Univoltine","Above Ground",0,2,2.774406005,20.48452928,454.3019103,0.763671875,-0.752734375,0.9640625
"Prcr","Anomala innuba",1,0.044,0.035,7.5,"Herbivore","Not Univoltine","Below Ground",0,3,4.161788855,17.13737114,313.8013591,0.763671875,-0.752734375,0.9640625
"Prcr","Blattella asahinai",0,0.044,0.035,14.5,"Herbivore","Not Univoltine","Above Ground",0,4,3.357534769,20.5431857,409.9292686,0.763671875,-0.752734375,0.9640625
"Prcr","Callistethus marginatus",96,0.044,0.035,13.5,"Herbivore","Not Univoltine","Below Ground",0,5,3.760432976,18.84381451,329.0840456,0.763671875,-0.752734375,0.9640625
"Prcr","Calosoma scrutator",0,0.044,0.035,30,"Carnivore","Univoltine","Above Ground",0,6,3.423135963,16.23572511,312.1091903,0.763671875,-0.752734375,0.9640625
"Prcr","Camponotus castaneus",3,0.044,0.035,8.5,"Omnivore","Not Univoltine","Host Organisms",0,7,2.703514474,14.8671382,168.1424791,0.763671875,-0.752734375,0.9640625
"Prcr","Camponotus floridanus",7,0.044,0.035,8.5,"Omnivore","Not Univoltine","Host Organisms",0,8,1.527474265,22.15109106,116.3350662,0.763671875,-0.752734375,0.9640625
"Prcr","Chauliodes rastricornis",25,0.044,0.035,35,"Omnivore","Not Univoltine","Freshwater",0,9,5.553216124,12.11113952,225.027367,0.763671875,-0.752734375,0.9640625
"Prcr","Climaciella brunnea",0,0.044,0.035,26.5,"Carnivore","Not Univoltine","Host Organisms",0,10,5.805910463,10.98058873,329.4529416,0.763671875,-0.752734375,0.9640625
"Prcr","Corydalus cornutus",6,0.044,0.035,54,"Omnivore","Univoltine","Freshwater",0,11,3.590081915,12.49320611,209.5000234,0.763671875,-0.752734375,0.9640625
"Prcr","Cybister fimbriolatus",5,0.044,0.035,29.5,"Carnivore","Univoltine","Freshwater",0,12,4.367067784,17.27847222,303.0526646,0.763671875,-0.752734375,0.9640625
"Prcr","Dichotomius carolinus",0,0.044,0.035,25,"Detrivore","Univoltine","Above Ground",0,13,3.645123451,16.27639116,382.8505775,0.763671875,-0.752734375,0.9640625
"Prcr","Dicromantispa interrupta",0,0.044,0.035,22.5,"Omnivore","Not Univoltine","Host Organisms",0,14,4.084355045,18.23094967,290.3583934,0.763671875,-0.752734375,0.9640625
"Prcr","Draeculacephala inscripta",17,0.044,0.035,7,"Herbivore","Not Univoltine","Above Ground",0,15,3.615212978,18.33695889,230.7082367,0.763671875,-0.752734375,0.9640625
"Prcr","Erythroneura calyculata",0,0.044,0.035,3,"Herbivore","Not Univoltine","Above Ground",0,16,2.647080251,14.60460152,132.5692445,0.763671875,-0.752734375,0.9640625
"Prcr","Euphoria sepulcralis",0,0.044,0.035,11.5,"Herbivore","Univoltine","Below Ground",0,17,4.111756347,18.23663889,264.3360603,0.763671875,-0.752734375,0.9640625
"Prcr","Graminella cognita",0,0.044,0.035,2.5,"Herbivore","Not Univoltine","Above Ground",0,18,2.412539929,23.99428569,824.8801512,0.763671875,-0.752734375,0.9640625
"Prcr","Harmonia axyridis",0,0.044,0.035,6.5,"Carnivore","Not Univoltine","Above Ground",0,19,3.389608143,10.96073879,264.8033391,0.763671875,-0.752734375,0.9640625
"Prcr","Hydaticus bimarginatus",179,0.044,0.035,12.5,"Carnivore","Univoltine","Freshwater",0,20,2.726294637,19.89893623,232.1009176,0.763671875,-0.752734375,0.9640625
"Prcr","Hydrophilus ovatus",9,0.044,0.035,32.5,"Carnivore","Not Univoltine","Freshwater",0,21,5.479040487,13.91560081,302.9866971,0.763671875,-0.752734375,0.9640625
"Prcr","Lethocerus uhleri",2,0.044,0.035,48.5,"Carnivore","Not Univoltine","Freshwater",0,22,2.778628379,19.03878067,235.222943,0.763671875,-0.752734375,0.9640625
"Prcr","Lytta polita",0,0.044,0.035,17.5,"Carnivore","Univoltine","Host Organisms",0,23,2.476064059,18.67874616,147.4156111,0.763671875,-0.752734375,0.9640625
"Prcr","Mallodon dasystomus",1,0.044,0.035,35,"Herbivore","Univoltine","Host Organisms",0,24,3.225231248,20.38207789,685.2793058,0.763671875,-0.752734375,0.9640625
"Prcr","Megalodacne fasciata",1,0.044,0.035,12.5,"Herbivore","Not Univoltine","Host Organisms",0,25,3.826856013,14.56446452,211.875959,0.763671875,-0.752734375,0.9640625
"Prcr","Melanolestes picipes",0,0.044,0.035,11,"Carnivore","Not Univoltine","Below Ground",0,26,3.393582328,15.71629513,280.8249619,0.763671875,-0.752734375,0.9640625
"Prcr","Necrophila americana",4,0.044,0.035,16.5,"Detrivore","Not Univoltine","Host Organisms",0,27,3.803828003,9.946387186,185.6005352,0.763671875,-0.752734375,0.9640625
"Prcr","Neoconocephalus triops",0,0.044,0.035,32,"Herbivore","Not Univoltine","Above Ground",0,28,3.210431029,20.10061369,417.8157173,0.763671875,-0.752734375,0.9640625
"Prcr","Neoscapteriscus borellii",1,0.044,0.035,30,"Omnivore","Not Univoltine","Below Ground",0,29,2.197509832,19.64229657,339.6529995,0.763671875,-0.752734375,0.9640625
"Prcr","Odontotaenius disjunctus",2,0.044,0.035,34,"Detrivore","Not Univoltine","Host Organisms",0,30,2.867320956,15.1031041,178.7574571,0.763671875,-0.752734375,0.9640625
"Prcr","Pelidnota punctata",1,0.044,0.035,22,"Detrivore","Univoltine","Host Organisms",0,31,4.092217859,12.24612056,199.7355466,0.763671875,-0.752734375,0.9640625
"Prcr","Periplaneta americana",0,0.044,0.035,38,"Omnivore","Not Univoltine","Above Ground",0,32,4.550952118,19.29366936,652.3451318,0.763671875,-0.752734375,0.9640625
"Prcr","Phileurus truncatus",1,0.044,0.035,35,"Detrivore","Univoltine","Host Organisms",0,33,2.613509282,17.48283238,536.6655037,0.763671875,-0.752734375,0.9640625
"Prcr","Phileurus valgus",2,0.044,0.035,23,"Detrivore","Not Univoltine","Host Organisms",0,34,3.799385076,19.61372223,518.4596177,0.763671875,-0.752734375,0.9640625
"Prcr","Plecia nearctica",33,0.044,0.035,7.5,"Herbivore","Not Univoltine","Below Ground",0,35,1.590850507,20.60130879,186.9380702,0.763671875,-0.752734375,0.9640625
"Prcr","Prionus imbricornis",6,0.044,0.035,37.5,"Herbivore","Univoltine","Host Organisms",0,36,2.460587086,15.54560244,210.7607299,0.763671875,-0.752734375,0.9640625
"Prcr","Prionus pocularis",2,0.044,0.035,34.5,"Herbivore","Univoltine","Host Organisms",0,37,4.31687261,16.53668411,208.7352795,0.763671875,-0.752734375,0.9640625
"Prcr","Prosapia bicincta",104,0.044,0.035,9,"Herbivore","Not Univoltine","Above Ground",0,38,3.309394617,16.4110585,242.7841883,0.763671875,-0.752734375,0.9640625
"Prcr","Rhiginia cruciata",4,0.044,0.035,14,"Carnivore","Not Univoltine","Above Ground",0,39,3.497387502,13.84812292,189.0335705,0.763671875,-0.752734375,0.9640625
"Prcr","Stilpnochlora couloniana",0,0.044,0.035,65,"Herbivore","Not Univoltine","Above Ground",0,40,1.189971606,21.47495427,100.2198216,0.763671875,-0.752734375,0.9640625
"Prcr","Tabanus atratus",0,0.044,0.035,26.5,"Carnivore","Not Univoltine","Freshwater",0,41,5.122225784,14.40390206,244.4569649,0.763671875,-0.752734375,0.9640625
"Prcr","Tylozygus bifidus",1,0.044,0.035,3.5,"Herbivore","Not Univoltine","Above Ground",0,42,4.989319897,13.9746743,217.5448146,0.763671875,-0.752734375,0.9640625
"Prcr","Tylozygus geometricus",7,0.044,0.035,4,"Herbivore","Univoltine","Above Ground",0,43,4.641709082,17.62587563,815.336067,0.763671875,-0.752734375,0.9640625
"Rist","Acanalonia servillei",11,0.012,0,14.5,"Herbivore","Univoltine","Above Ground",0,1,2.814574114,18.9848057,160.2293058,0.729591837,1.572789116,1.2
"Rist","Alcaeorrhynchus grandis",3,0.012,0,20,"Carnivore","Not Univoltine","Above Ground",0,2,2.774406005,20.48452928,454.3019103,0.729591837,1.572789116,1.2
"Rist","Anomala innuba",67,0.012,0,7.5,"Herbivore","Not Univoltine","Below Ground",0,3,4.161788855,17.13737114,313.8013591,0.729591837,1.572789116,1.2
"Rist","Blattella asahinai",0,0.012,0,14.5,"Herbivore","Not Univoltine","Above Ground",0,4,3.357534769,20.5431857,409.9292686,0.729591837,1.572789116,1.2
"Rist","Callistethus marginatus",16,0.012,0,13.5,"Herbivore","Not Univoltine","Below Ground",0,5,3.760432976,18.84381451,329.0840456,0.729591837,1.572789116,1.2
"Rist","Calosoma scrutator",0,0.012,0,30,"Carnivore","Univoltine","Above Ground",0,6,3.423135963,16.23572511,312.1091903,0.729591837,1.572789116,1.2
"Rist","Camponotus castaneus",28,0.012,0,8.5,"Omnivore","Not Univoltine","Host Organisms",0,7,2.703514474,14.8671382,168.1424791,0.729591837,1.572789116,1.2
"Rist","Camponotus floridanus",21,0.012,0,8.5,"Omnivore","Not Univoltine","Host Organisms",0,8,1.527474265,22.15109106,116.3350662,0.729591837,1.572789116,1.2
"Rist","Chauliodes rastricornis",41,0.012,0,35,"Omnivore","Not Univoltine","Freshwater",0,9,5.553216124,12.11113952,225.027367,0.729591837,1.572789116,1.2
"Rist","Climaciella brunnea",0,0.012,0,26.5,"Carnivore","Not Univoltine","Host Organisms",0,10,5.805910463,10.98058873,329.4529416,0.729591837,1.572789116,1.2
"Rist","Corydalus cornutus",0,0.012,0,54,"Omnivore","Univoltine","Freshwater",0,11,3.590081915,12.49320611,209.5000234,0.729591837,1.572789116,1.2
"Rist","Cybister fimbriolatus",0,0.012,0,29.5,"Carnivore","Univoltine","Freshwater",0,12,4.367067784,17.27847222,303.0526646,0.729591837,1.572789116,1.2
"Rist","Dichotomius carolinus",2,0.012,0,25,"Detrivore","Univoltine","Above Ground",0,13,3.645123451,16.27639116,382.8505775,0.729591837,1.572789116,1.2
"Rist","Dicromantispa interrupta",0,0.012,0,22.5,"Omnivore","Not Univoltine","Host Organisms",0,14,4.084355045,18.23094967,290.3583934,0.729591837,1.572789116,1.2
"Rist","Draeculacephala inscripta",117,0.012,0,7,"Herbivore","Not Univoltine","Above Ground",0,15,3.615212978,18.33695889,230.7082367,0.729591837,1.572789116,1.2
"Rist","Erythroneura calyculata",0,0.012,0,3,"Herbivore","Not Univoltine","Above Ground",0,16,2.647080251,14.60460152,132.5692445,0.729591837,1.572789116,1.2
"Rist","Euphoria sepulcralis",0,0.012,0,11.5,"Herbivore","Univoltine","Below Ground",0,17,4.111756347,18.23663889,264.3360603,0.729591837,1.572789116,1.2
"Rist","Graminella cognita",1,0.012,0,2.5,"Herbivore","Not Univoltine","Above Ground",0,18,2.412539929,23.99428569,824.8801512,0.729591837,1.572789116,1.2
"Rist","Harmonia axyridis",0,0.012,0,6.5,"Carnivore","Not Univoltine","Above Ground",0,19,3.389608143,10.96073879,264.8033391,0.729591837,1.572789116,1.2
"Rist","Hydaticus bimarginatus",46,0.012,0,12.5,"Carnivore","Univoltine","Freshwater",0,20,2.726294637,19.89893623,232.1009176,0.729591837,1.572789116,1.2
"Rist","Hydrophilus ovatus",2,0.012,0,32.5,"Carnivore","Not Univoltine","Freshwater",0,21,5.479040487,13.91560081,302.9866971,0.729591837,1.572789116,1.2
"Rist","Lethocerus uhleri",3,0.012,0,48.5,"Carnivore","Not Univoltine","Freshwater",0,22,2.778628379,19.03878067,235.222943,0.729591837,1.572789116,1.2
"Rist","Lytta polita",0,0.012,0,17.5,"Carnivore","Univoltine","Host Organisms",0,23,2.476064059,18.67874616,147.4156111,0.729591837,1.572789116,1.2
"Rist","Mallodon dasystomus",0,0.012,0,35,"Herbivore","Univoltine","Host Organisms",0,24,3.225231248,20.38207789,685.2793058,0.729591837,1.572789116,1.2
"Rist","Megalodacne fasciata",3,0.012,0,12.5,"Herbivore","Not Univoltine","Host Organisms",0,25,3.826856013,14.56446452,211.875959,0.729591837,1.572789116,1.2
"Rist","Melanolestes picipes",0,0.012,0,11,"Carnivore","Not Univoltine","Below Ground",0,26,3.393582328,15.71629513,280.8249619,0.729591837,1.572789116,1.2
"Rist","Necrophila americana",0,0.012,0,16.5,"Detrivore","Not Univoltine","Host Organisms",0,27,3.803828003,9.946387186,185.6005352,0.729591837,1.572789116,1.2
"Rist","Neoconocephalus triops",1,0.012,0,32,"Herbivore","Not Univoltine","Above Ground",0,28,3.210431029,20.10061369,417.8157173,0.729591837,1.572789116,1.2
"Rist","Neoscapteriscus borellii",2,0.012,0,30,"Omnivore","Not Univoltine","Below Ground",0,29,2.197509832,19.64229657,339.6529995,0.729591837,1.572789116,1.2
"Rist","Odontotaenius disjunctus",0,0.012,0,34,"Detrivore","Not Univoltine","Host Organisms",0,30,2.867320956,15.1031041,178.7574571,0.729591837,1.572789116,1.2
"Rist","Pelidnota punctata",3,0.012,0,22,"Detrivore","Univoltine","Host Organisms",0,31,4.092217859,12.24612056,199.7355466,0.729591837,1.572789116,1.2
"Rist","Periplaneta americana",0,0.012,0,38,"Omnivore","Not Univoltine","Above Ground",0,32,4.550952118,19.29366936,652.3451318,0.729591837,1.572789116,1.2
"Rist","Phileurus truncatus",0,0.012,0,35,"Detrivore","Univoltine","Host Organisms",0,33,2.613509282,17.48283238,536.6655037,0.729591837,1.572789116,1.2
"Rist","Phileurus valgus",1,0.012,0,23,"Detrivore","Not Univoltine","Host Organisms",0,34,3.799385076,19.61372223,518.4596177,0.729591837,1.572789116,1.2
"Rist","Plecia nearctica",8,0.012,0,7.5,"Herbivore","Not Univoltine","Below Ground",0,35,1.590850507,20.60130879,186.9380702,0.729591837,1.572789116,1.2
"Rist","Prionus imbricornis",0,0.012,0,37.5,"Herbivore","Univoltine","Host Organisms",0,36,2.460587086,15.54560244,210.7607299,0.729591837,1.572789116,1.2
"Rist","Prionus pocularis",6,0.012,0,34.5,"Herbivore","Univoltine","Host Organisms",0,37,4.31687261,16.53668411,208.7352795,0.729591837,1.572789116,1.2
"Rist","Prosapia bicincta",29,0.012,0,9,"Herbivore","Not Univoltine","Above Ground",0,38,3.309394617,16.4110585,242.7841883,0.729591837,1.572789116,1.2
"Rist","Rhiginia cruciata",0,0.012,0,14,"Carnivore","Not Univoltine","Above Ground",0,39,3.497387502,13.84812292,189.0335705,0.729591837,1.572789116,1.2
"Rist","Stilpnochlora couloniana",0,0.012,0,65,"Herbivore","Not Univoltine","Above Ground",0,40,1.189971606,21.47495427,100.2198216,0.729591837,1.572789116,1.2
"Rist","Tabanus atratus",2,0.012,0,26.5,"Carnivore","Not Univoltine","Freshwater",0,41,5.122225784,14.40390206,244.4569649,0.729591837,1.572789116,1.2
"Rist","Tylozygus bifidus",8,0.012,0,3.5,"Herbivore","Not Univoltine","Above Ground",0,42,4.989319897,13.9746743,217.5448146,0.729591837,1.572789116,1.2
"Rist","Tylozygus geometricus",6,0.012,0,4,"Herbivore","Univoltine","Above Ground",0,43,4.641709082,17.62587563,815.336067,0.729591837,1.572789116,1.2
